id,name,release_date,refined_date,how_to_read,english_name,description,must_learn,refine_from,can_status_refine,refine_description,refine_description2,special_refine_description,special_refine_hp,type,assist_type,sacred_seal,weapon_type,inherit,inheritable_weapon_type,inheritable_move_type,count,might,might_refine,no_impl_required,range,sp,effective,invalidate_effective,consideration,hp,atk,spd,def,res,cooldown_count,atk_count,counteratk_count,all_dist_counter,disable_counter,wrathful_staff
1805,"守備の相互大紋章",2021-08-17,,"しゅびのそうごだいもんしょう","Joint Drive Def","周囲2マス以内の味方は、戦闘中、守備+4<br>周囲2マス以内に味方がいる時、戦闘中、自身の守備+4","|守備の大紋章2|","",,"","","","","パッシブC","",,"","可","","",,,,,,300,"","","",,,,,,,,,,,
1806,"ラウアライオン+",2021-08-18,,"","Rauðrlion+","ターン開始時、周囲1マスの味方の攻撃+6(1ターン)<br>戦闘開始時、敵のHPが75%以上なら、戦闘中、攻撃、魔防+5","|ラウアライオン|","",true,"","","","","武器","",,"赤魔法","可","","",,12,,,,300,"","","",,,,,,,,,,,
1807,"ラウアライオン",2021-08-18,,"","Rauðrlion","ターン開始時、周囲1マスの味方の攻撃+6(1ターン)<br>戦闘開始時、敵のHPが75%以上なら、戦闘中、攻撃、魔防+5","","",,"","","","","武器","",,"赤魔法","可","","",,8,,,,200,"","","",,,,,,,,,,,
1808,"第44迷宮の覇者1",,,"",,"HP+3、魔防+1","","",,"","","","","聖印","",,"","可","","",,,,true,,100,"","","",3,,,,1,,,,,,
1809,"第44迷宮の覇者2",,,"",,"HP+4、魔防+2","|第44迷宮の覇者1|","",,"","","","","聖印","",,"","可","","",,,,true,,200,"","","",4,,,,2,,,,,,
1810,"第45迷宮の覇者1",,,"",,"攻撃、速さ+1","","",,"","","","","聖印","",,"","可","","",,,,true,,80,"","","",,1,1,,,,,,,,
1811,"第45迷宮の覇者2",,,"",,"攻撃、速さ+2","|第45迷宮の覇者1|","",,"","","","","聖印","",,"","可","","",,,,true,,160,"","","",,2,2,,,,,,,,
1812,"第46迷宮の覇者1",,,"",,"攻撃、守備+1","","",,"","","","","聖印","",,"","可","","",,,,true,,80,"","","",,1,,1,,,,,,,
1813,"第46迷宮の覇者2",,,"",,"攻撃、守備+2","|第46迷宮の覇者1|","",,"","","","","聖印","",,"","可","","",,,,true,,160,"","","",,2,,2,,,,,,,
1814,"第47迷宮の覇者1",,,"",,"攻撃、魔防+1","","",,"","","","","聖印","",,"","可","","",,,,true,,80,"","","",,1,,,1,,,,,,
1815,"第47迷宮の覇者2",,,"",,"攻撃、魔防+2","|第47迷宮の覇者1|","",,"","","","","聖印","",,"","可","","",,,,true,,160,"","","",,2,,,2,,,,,,
1816,"第48迷宮の覇者1",,,"",,"速さ、守備+1","","",,"","","","","聖印","",,"","可","","",,,,true,,80,"","","",,,1,1,,,,,,,
1817,"第48迷宮の覇者2",,,"",,"速さ、守備+2","|第48迷宮の覇者1|","",,"","","","","聖印","",,"","可","","",,,,true,,160,"","","",,,2,2,,,,,,,
1818,"第49迷宮の覇者1",,,"",,"速さ、魔防+1","","",,"","","","","聖印","",,"","可","","",,,,true,,80,"","","",,,1,,1,,,,,,
1819,"第49迷宮の覇者2",,,"",,"速さ、魔防+2","|第49迷宮の覇者1|","",,"","","","","聖印","",,"","可","","",,,,true,,160,"","","",,,2,,2,,,,,,
1820,"明日の光",2021-08-31,2025-01-06,"あすのひかり","New Dawn","重装、騎馬特効<br>攻撃+3<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、魔防+6、絶対追撃<br>自分のHPが50%以下で、自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う","|アトラース|","",,"重装、騎馬特効<br>攻撃+3<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、魔防+6、速さ、守備+5、さらに、攻撃、速さ、守備、魔防が戦闘開始時の魔防の10%だけ増加、絶対追撃<br>自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う","","奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、攻撃、魔防の弱化を無効、ダメージ+魔防の20％(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)",,"武器","",,"無魔法","不可","","",,14,,,,400,"|重装|騎馬|",,"",,3,,,,,,,,,
1821,"癒しの乙女",2021-08-31,,"いやしのおとめ","Maiden's Solace","対象が受けている弱化を無効化し、強化に変換する、その後、「不利な状態異常」を解除<br>対象のHPを回復し、その分自分のHPが減少する(回復量は、最大で自分の現HP-1)<br>【不利な状態異常】「敵の次回行動終了まで」の効果全般(弱化、移動制限、パニック、反撃不可、キャンセル等)","|献身|","",,"","","","","サポート",Heal,,"","不可","","",,,,,,400,"","","",,,,,,,,,,,
1822,"未来を知る力",2021-08-31,,"みらいをしるちから",Prescience,"戦闘中、敵の攻撃、魔防-5<br>自分から攻撃しているか、敵の射程が2の時、戦闘中、最初に受けた攻撃のダメージを30%軽減","","",,"","","","","パッシブB","",,"","不可","","",,,,,,300,"","","",,,,,,,,,,,
1823,"遠距離相互警戒",2021-08-31,,"えんきょりそうごけいかい","Joint Dist. Guard","周囲2マス以内の味方は、弓、暗器、魔法、杖の敵と戦闘時、戦闘中、守備、魔防+4<br>周囲2マス以内に味方がいる時、弓、暗器、魔法、杖の敵と戦闘時、戦闘中、自身の守備、魔防+4","|遠距離警戒3|","",,"","","","","パッシブC","",,"","可","","",,,,,,300,"","","",,,,,,,,,,,
1824,"アトラース",,,"",Atlas,"効果なし","|エルロック|","",,"","","",,"武器","",,"無魔法","可","","",,9,,true,,200,,,"",,,,,,,,,,,
1825,"エルロック",,,"",Elstone,"効果なし","|ロック|","",,"","","",,"武器","",,"無魔法","可","","",,6,,true,,100,,,"",,,,,,,,,,,
1826,"ロック",,,"",Stone,"効果なし",,"",,"","","",,"武器","",,"無魔法","可","","",,4,,true,,50,,,"",,,,,,,,,,,
1827,"太陽の腕輪・承",2021-09-06,,"たいようのうでわ・しょう","Solar Brace II","【再移動(2)】を発動可能<br>戦闘中、自身の奥義発動カウント変動量-を無効<br>戦闘後、HP10回復<br>【再移動(2)】自分から攻撃、補助、地形破壊の行動をした後、直後に2マス移動できる(自身の移動タイプで移動。例:歩行は、林に移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果複数時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(2マスを超える距離のワープ移動はできない)","","",,"","","","","パッシブB","",,"","不可","","",,,,,,300,"","","",,,,,,,,,,,
1828,"盟主の鼓動・承",2021-09-06,,"めいしゅのこどう・しょう","Ostia's Pulse II","ターン開始時、自分と味方の守備、魔防+6(1ターン)、奥義発動カウントが最大値なら、奥義発動カウント-1(ただし、現在の部隊内で、同じ移動タイプが2体以下の対象のみ)","","",,"","","","","パッシブC","",,"","不可","","",,,,,,300,"","","",,,,,,,,,,,
1829,"暗夜の竜石",2021-09-06,2021-09-06,"あんやのりゅうせき","Dusk Dragonstone","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+4","","",true,"射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+4","","周囲3マス以内に味方がいる時、戦闘中、自身の攻撃、速さ、守備、魔防+4、かつ、戦闘後、HP7回復",3,"武器","",,"竜石","不可","","",,16,,,,400,"","","",,,,,,,,,,,
1830,"流麗なる戦舞の聖器",2021-09-07,,"りゅうれいなるせんぶのせいき","Whirling Grace","奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、かつ、敵の絶対追撃を無効、自分の追撃不可を無効<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、速さが敵より1以上高い時、自身の奥義発動カウント変動量-を無効","","",,"","","","","武器","",,"斧","不可","","",,16,,,,400,"","","",,,,,,-1,,,,,
1831,"速さ守備の孤軍4",2021-09-07,,"","Spd/Def Solo 4","周囲1マス以内に味方がいない時、戦闘中、速さ、守備+7","|速さ守備の孤軍3|","",,"","","","","パッシブA","",,"","可","|剣|槍|斧|竜|獣|","",,,,,,300,"","","",,,,,,,,,,,
1832,"聖祭の光炎+",2021-09-07,,"","Luminous Grace+","ターン開始時、HP10回復<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5","|聖祭の光炎|","",true,"","","","","武器","",,"赤魔法","可","","",,12,,,,300,"","","",,,,,,,,,,,
1833,"聖祭の風光+",2021-09-07,,"","Drifting Grace+","ターン開始時、HP10回復<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5","|聖祭の風光|","",true,"","","","","武器","",,"青魔法","可","","",,12,,,,300,"","","",,,,,,,,,,,
1834,"双聖戦士の聖弓",2021-09-07,,"","Bow of Twelve","飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>【再移動(1)】を発動可能<br>自分から攻撃した時、または戦闘開始時、自身のHPが75%以上で、魔法、杖の敵と戦闘時、戦闘中、攻撃、速さ、守備、魔防+5、かつ、戦闘中、自分のHPが2以上で敵の瀕死攻撃を受けた時、ダメージをHPが1残るように軽減(1戦闘1回のみ、重複しない)<br>【再移動(1)】自分から攻撃、補助、地形破壊の行動をした後、直後に1マス移動できる(自身の移動タイプで移動。例:歩行は、林に移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果複数時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(1マスを超える距離のワープ移動はできない)","","",,"","","","","武器","",,"弓","不可","","",,14,,,,400,"|飛行|","","",,,,,,-1,,,,,
1835,"聖祭の光炎",2021-09-07,,"","Luminous Grace","ターン開始時、HP10回復<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5","","",,"","","","","武器","",,"赤魔法","可","","",,8,,,,200,"","","",,,,,,,,,,,
1836,"聖祭の風光",2021-09-07,,"","Drifting Grace","ターン開始時、HP10回復<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5","","",,"","","","","武器","",,"青魔法","可","","",,8,,,,200,"","","",,,,,,,,,,,
1837,"聖祭の杖+",2021-09-07,,"","Staff of Twelve+","ターン開始時、自分を除く最もHPが減っている味方(最大HP-現HPの差が最も高い味方)を10回復","|聖祭の杖|","",,"","","","","武器","",,"杖","可","","",,12,,,,300,"","","",,,,,,,,,,,
1838,"聖祭の杖",2021-09-07,,"","Staff of Twelve","ターン開始時、自分を除く最もHPが減っている味方(最大HP-現HPの差が最も高い味方)を10回復","","",,"","","","","武器","",,"杖","可","","",,8,,,,200,"","","",,,,,,,,,,,
1839,"義侠の戦刃",2021-09-17,,"ぎきょうのせんじん","Honorable Blade","【再移動(2)】を発動可能<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、自身の移動+1(1ターン、重複しない)<br>戦闘開始時、敵のHPが50%以上なら、戦闘中、攻撃、速さ+6<br>【暗器(7)】効果<br>【再移動(2)】自分から攻撃、補助、地形破壊の行動をした後、直後に2マス移動できる(自身の移動タイプで移動。例:歩行は、林に移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果複数時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(2マスを超える距離のワープ移動はできない)<br>【暗器(7)】戦闘中に攻撃していれば、戦闘後に敵と、その周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)","|銀の暗器|","",,"【再移動(2)】を発動可能<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、自身の移動+1(1ターン、重複しない)<br>自分から攻撃した時または戦闘開始時、敵のHPが50%以上の時、戦闘中、攻撃、速さ+6、守備、魔防+5、ダメージ+速さの20%(範囲奥義を除く)<br>【暗器(7)】効果","","自身を中心とした縦3列と横3列の味方は、戦闘中、攻撃、速さ+5、自分の最初の攻撃前に奥義発動カウント-1、かつ自分から攻撃した時、敵が攻撃時に発動する奥義を装備していれば、戦闘中、敵の最初の攻撃前に敵の奥義発動カウント+1(奥義発動カウントの最大値は超えない)<br>自分から攻撃した時または戦闘開始時、敵のHPが50%以上の時、戦闘中、自身の攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる味方の数×2+5だけ増加(最大11)、敵の速さ、守備の強化の+を無効にする、自分が受けるダメージ-7(範囲奥義を除く)<br>自分の最初の攻撃前に奥義発動カウント-1、かつ自分から攻撃した時、敵が攻撃時に発動する奥義を装備していれば、戦闘中、敵の最初の攻撃前に敵の奥義発動カウント+1(奥義発動カウントの最大値は超えない)","","武器","",,"暗器","不可","","",,14,,,,400,"","","",,,,,,-1,,,,,
1840,"トリック",2021-09-17,,"","Foul Play","自分と対象の位置を入れ替える","|入れ替え|","",,"","","","","サポート",Move,,"","不可","","",,,,,3,400,"","","",,,,,,,,,,,
1841,"無の死闘・歩行4",2021-09-17,,"","C Duel Infantry 4","HP+5、攻撃、速さ、守備、魔防+2<br>自分が★5かつレベル40の時、闘技場などで、自分の能力値が低くても、スコアの高い敵が登場する(伝承英雄、神階英雄は、限界突破やスキル等を加味しない場合の自分の能力値合計が175より低い場合、自分の能力値合計が175として扱われる)(上記以外の英雄は180より低い場合、180として扱われる)","|無の死闘・歩行3|","",,"","","","","パッシブA","",,"","可","|杖|無魔|無暗器|無竜|無獣|無弓|","|歩行|",,,,true,,300,"","","",5,2,2,2,2,,,,,,
1842,"アグネアの矢",2021-09-17,,"アグネアのや","Agnea's Arrow","速さ+3<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ+6、自分の追撃不可を無効、かつ、奇数ターンなら敵の速さ、魔防の強化を無効<br>偶数ターンなら自分の攻撃、速さの弱化を無効(無効になるのは、鼓舞や応援等の+効果)","","",,"","","","","武器","",,"赤魔法","不可","","",,14,,,,400,"","","",,,3,,,,,,,,
1843,"攻撃速さの遠影3",2021-09-17,,"こうげきはやさのえんえい3","A/S Far Trace 3","【再移動(残り)】を発動可能<br>戦闘中、敵の攻撃、速さ-3<br>【再移動(残り)】自分から攻撃、補助、地形破壊の行動をした後、直後に移動できる。移動できる距離は、上記の行動前に移動した分の残り(ワープ移動時は残りは0として扱う)(自身の移動タイプで移動。例:歩行は、林には移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果重複時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(「残り」マスを超える距離のワープ移動はできない)","|攻撃速さの遠影2|","",,"","","","","パッシブB","",,"","可","|魔法|杖|暗器|弓|","|飛行|騎馬|",,,,,,240,"","","",,,,,,,,,,,
1844,"魔獣の書",2021-09-17,,"まじゅうのしょ","Demonic Tome","竜、獣特効<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、奥義発動カウントが最大値なら、奥義発動カウント-1<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、魔防+6","","",,"","","","","武器","",,"青魔法","不可","","",,14,,,,400,"|竜|獣|","","",,,,,,-1,,,,,
1845,"攻撃魔防の機先4",2021-09-17,,"","Atk/Res Catch 4","敵のHPが100%で戦闘開始時、または、敵が【不利な状態異常】を受けている時、戦闘中、自分の攻撃、魔防+7<br>敵のHPが100%で戦闘開始時、かつ、敵が【不利な状態異常】を受けている時、戦闘中、さらに自分の攻撃、魔防+2","|攻撃魔防の機先3|","",,"","","","","パッシブA","",,"","可","","|飛行|騎馬|",,,,,,300,"","","",,,,,,,,,,,
1846,"絶炎のブレス",2021-09-17,,"","Flamelick Breath","攻撃+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、かつ、戦闘中と戦闘後、敵はHPを回復できない<br>戦闘開始時、自身のHPが25%以上で戦闘中に攻撃していれば、戦闘後、敵とその周囲2マスの敵に【回復不可】を付与<br>【回復不可】HPを回復できない状態異常(敵の次回行動終了まで)","","",,"","","","","武器","",,"竜石","不可","","",,16,,,,400,"","","",,3,,,,,,,,,
1847,"守備魔防の防城戦4",2021-09-17,,"","AR-D Def/Res 4","飛空城防衛時、戦闘中、自身の守備、魔防が防衛設備の数によって最大+11上昇(防衛設備が5つ以上なら+11、4つなら+7、3つ以下なら+3)(破壊された防衛設備は、無いものとして扱う)","|守備魔防の防城戦3|","",,"","","",,"パッシブA","",,"","可","","",,,,,,300,,,"",,,,,,,,,,,
1848,"絶炎結界",2021-09-17,,"","Domain of Flame","周囲2マス以内の味方は、戦闘中、攻撃、守備+4、かつ、戦闘中、その味方の攻撃が敵の魔防より高い時、最初に与える攻撃のダメージ+(その味方の攻撃-敵の魔防)の30%<br>周囲2マス以内に味方がいる時、戦闘中、自身の攻撃、守備+4、かつ、戦闘中、自身の攻撃が敵の魔防より高い時、最初に与える攻撃のダメージ+(自身の攻撃-敵の魔防)の30%","","",,"","","","","パッシブC","",,"","不可","","",,,,,,300,"","","",,,,,,,,,,,
1849,"瞬撃の斧+",2021-09-17,,"しゅんげきのおの+","Instant Axe+","自分から攻撃した時、戦闘中の攻撃、守備+4、かつ、敵は追撃不可","|瞬撃の斧|","",true,"","","","","武器","",,"斧","可","","",,14,,,,300,"","","",,,,,,,,,,,
1850,"瞬撃の斧",2021-09-17,,"しゅんげきのおの","Instant Axe","自分から攻撃した時、戦闘中の攻撃、守備+4、かつ、敵は追撃不可","","",,"","","","","武器","",,"斧","可","","",,10,,,,200,"","","",,,,,,,,,,,
1851,"守備魔防の威嚇2",2021-09-18,,"","Threat. Def/Res 2","ターン開始時、周囲2マスの敵の守備、魔防-4(敵の次回行動終了まで)","|守備魔防の威嚇1|","",,"","","","","パッシブC","",true,"","可","","",,,,,,200,"","","",,,,,,,,,,,
1852,"機斧ロヴンヘイズ",2021-09-30,2024-11-05,"きふロヴンヘイズ","Auto-Lofnheiðrheior","攻撃+3<br>1~4ターン目の間、【再移動(3)】を発動可能<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃+6、敵の攻撃-6、自分は絶対追撃<br>【再移動(3)】自分から攻撃、補助、地形破壊の行動をした後、直後に3マス移動できる(自身の移動タイプで移動。例:歩行は、林に移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果複数時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(3マスを超える距離のワープ移動はできない)","|銀の斧|","",true,"攻撃+3<br>1〜4ターン目の間、【再移動(3)】を発動可能自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃+6、敵の攻撃-6、自分は絶対追撃、敵は追撃不可、かつ奥義発動時、敵の奥義以外のスキルによる「ダメージを○○%軽減」を無効(範囲奥義を除く)(自身の移動タイプで移動、例：歩行は、林には移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果重複時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(再移動の距離の上限を超えたワープ移動はできない)","","ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方に「自分が移動可能な地形を平地のように移動可能』、【奮激】を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、自身の攻撃、守備、魔防+5、敵の攻撃、守備が敵が受けている攻撃、守備の強化の値の2倍だけ減少(能力値ごとに計算)、自分が与えるダメージ+自分の守備の20%(範囲奥義を除く)",3,"武器","",,"斧","不可","","",,16,,,,400,"","","",,3,,,,,,,,,
1853,"凶弾",2021-09-30,,"きょうだん","Brutal Shell","1ターン目開始時、奥義発動カウント-3<br>奥義発動時、敵の守備、魔防-50%扱いで攻撃","|月光|","",,"","","","","奥義","",,"","不可","","",3,,,,,500,"","","",,,,,,,,,,,
1854,"緑の死闘・騎馬4",2021-09-30,,"","G Duel Cavalry 4","HP+5、攻撃、速さ、守備、魔防+2<br>自分が★5かつレベル40の時、闘技場などで、自分の能力値が低くても、スコアの高い敵が登場する(伝承英雄、神階英雄は、限界突破やスキル等を加味しない場合の自分の能力値合計が175より低い場合、自分の能力値合計が175として扱われる)(上記以外の英雄は180より低い場合、180として扱われる)
","|緑の死闘・騎馬3|","",,"","","","","パッシブA","",,"","可","|斧|緑魔|緑暗器|緑竜|緑獣|緑弓|","|騎馬|",,,,true,,300,"","","",5,2,2,2,2,,,,,,
1855,"ソレイユの陽剣",2021-10-06,2021-10-06,"ソレイユのようけん","Soleil's Shine","自分、敵ともに反撃不可","","",true,"自分、敵ともに反撃不可","","自分から攻撃した時、戦闘中、攻撃、速さ+5、かつ、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)",3,"武器","",,"剣","不可","","",,16,,,,400,"","","",,,,,,,,,,true,
1856,"誰彼のブレス",2021-10-07,,"たれかれのブレス","Moonstrike Breath","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>周囲2マス以内に味方がいる時、戦闘中、攻撃+6、敵の攻撃-6、かつ、戦闘中、奥義による攻撃ダメージを与えた時、自分の最大HPの30%回復(与えたダメージが0でも効果は発動)","","",,"","","","","武器","",,"竜石","不可","","",,16,,,,400,"","","",,,,,,-1,,,,,
1857,"兜の護り手・近間3",2021-10-07,,"かぶとのまもりて・ちかま3","A/R Near Save 3","周囲2マス以内の味方が、剣、槍、斧、竜、獣の敵から攻撃された時、スキル所持者は【護り手】を発動<br>スキル所持者が「護り手」を発動時、戦闘中、攻撃、魔防+4<br>【護り手】攻撃された味方の代わりに、味方のマスで戦闘を行い、戦闘後の効果を受ける。下記の場合、「護り手」は発動しない。味方がいる場所が自分が侵入できない地形の時、その戦闘で「護り手」を発動可能な味方が複数いる時(「護り手」発動時、戦闘後移動スキルは無効)","|兜の護り手・近間2|","",,"","","","","パッシブC","",,"","可","","|重装|",,,,,,300,"","","",,,,,,,,,,,
1858,"魔女のブレス",2021-10-07,,"まじょのブレス","Witch Breath","攻撃+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>戦闘開始時、敵のHPが50%以上の時、戦闘中、攻撃+6、絶対追撃<br>戦闘開始時、自身のHPが50%以上の時、戦闘中、敵の攻撃-6、敵は追撃不可","","",,"","","","","武器","",,"竜石","不可","","",,16,,,,400,"","","",,3,,,,,,,,,
1859,"提灯の竜石+",2021-10-07,,"ちょうちんのりゅうせき+","Lantern Breath+","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃+5、敵の攻撃-5、かつ、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","|提灯の竜石|","",true,"","","","","武器","",,"竜石","可","","",,14,,,,300,"","","",,,,,,,,,,,
1860,"提灯の竜石",2021-10-07,,"ちょうちんのりゅうせき","Lantern Breath","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃+5、敵の攻撃-5、かつ、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","","",,"","","","","武器","",,"竜石","可","","",,10,,,,200,"","","",,,,,,,,,,,
1861,"竜の経験3",2021-10-07,,"りゅうのけいけん3","Dragon Exp. 3","生存時、自軍の武器種・竜は全員、入手経験値2倍(同系統スキル効果が複数の時は、累積せず最大値適用)","|竜の経験2|","",,"","","","","パッシブC","",,"","可","|竜|","",,,,true,,120,"","","",,,,,,,,,,,
1862,"奇夜の福音",2021-10-07,,"きやのふくいん","Eerie Scripture","竜特効無効<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>敵から攻撃された時、距離に関係なく反撃する<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+5","","",,"","","","","武器","",,"竜石","不可","","",,16,,,,400,"","|竜|","",,,,,,-1,,,true,,
1863,"竜の魔鱗3",2021-10-07,,"りゅうのまりん3","Dragon's Wrath 3","敵から攻撃された時、戦闘中、最初に受けた攻撃のダメージを20%軽減<br>敵から攻撃された時、攻撃が敵の魔防より高ければ、戦闘中、最初に与える攻撃のダメージに(自分の攻撃-敵の魔防)の20%を加算","|竜の魔鱗2|","",,"","","","","パッシブB","",true,"","可","|竜|","",,,,,,240,"","","",,,,,,,,,,,
1864,"クモのぬいぐるみ+",2021-10-07,,"","Spider Plush+","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃+5、敵の攻撃-5、かつ、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","|クモのぬいぐるみ|","",true,"","","","","武器","",,"青魔法","可","","",,12,,,,300,"","","",,,,,,,,,,,
1865,"クモのぬいぐるみ",2021-10-07,,"","Spider Plush","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃+5、敵の攻撃-5、かつ、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","","",,"","","","","武器","",,"青魔法","可","","",,8,,,,200,"","","",,,,,,,,,,,
1866,"猛き狼の弓",2021-10-18,,"たけきおおかみのゆみ","Keen Coyote Bow","飛行特効<br>攻撃+3<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+6<br>戦闘開始時、自身のHPが25%以上なら自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う","","",,"","","","","武器","",,"弓","不可","","",,14,,,,400,"|飛行|","","",,3,,,,,,,,,
1867,"守備魔防の干渉3",2021-10-18,,"しゅびまぼうのかんしょう3","Def/Res Snag 3","移動系補助(体当たり、引き戻し、回り込み等)を使用した時、または、自分に使用された時、移動後の自分と相手それぞれの周囲4マス以内にいる、最も近い敵の守備、魔防-6(敵の次回行動終了まで)","|守備魔防の干渉2|","",,"","","","","パッシブB","",true,"","可","|杖以外|","|飛行|騎馬|",,,,,,240,"","","",,,,,,,,,,,
1868,"安くない曲刀",2021-10-18,,"やすくないきょくとう","Spendy Scimitar","奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が神竜の花を自身に使用した回数によって最大+6上昇(使用回数が1回以上なら+6、0回なら+4)<br>自分から攻撃した時、かつ、神竜の花を自身に使用した回数が2回以上なら、戦闘中、敵の奥義発動カウント変動量+を無効、自分の奥義発動カウント変動量-を無効","","",,"","","","","武器","",,"剣","不可","","",,16,,,,400,"","","",,,,,,-1,,,,,
1869,"堅固の槍+",2021-10-18,,"けんこのやり+","Stout Lance+","戦闘開始時、自身のHPが50%以上なら、戦闘中、攻撃、守備+5、かつ、敵が追撃可能なら、最初に受けた攻撃のダメージを50%軽減","|堅固の槍|","",true,"","","","","武器","",,"槍","可","","",,14,,,,300,"","","",,,,,,,,,,,
1870,"堅固の槍",2021-10-18,,"けんこのやり","Stout Lance","戦闘開始時、自身のHPが50%以上なら、戦闘中、攻撃、守備+5、かつ、敵が追撃可能なら、最初に受けた攻撃のダメージを50%軽減","","",,"","","","","武器","",,"槍","可","","",,10,,,,200,"","","",,,,,,,,,,,
